350,0
355,0
360,6.5774e-06
365,0.00026072
370,0.00014841
375,5.0908e-06
380,1.2593e-06
385,2.7003e-05
390,2.5786e-06
395,6.4387e-06
400,5.1576e-05
405,5.5693e-05
410,5.5582e-05
415,5.5506e-05
420,0.00012341
425,0.00017469
430,0.00037639
435,0.00093082
440,0.0021784
445,0.0037041
450,0.0075182
455,0.012382
460,0.016696
465,0.013483
470,0.0090988
475,0.006406
480,0.0046854
485,0.0034917
490,0.0028863
495,0.0025906
500,0.0024625
505,0.0028945
510,0.003978
515,0.0049168
520,0.0059896
525,0.0066824
530,0.0074899
535,0.0082212
540,0.0082026
545,0.008262
550,0.008027
555,0.0081851
560,0.0079304
565,0.0072285
570,0.0066479
575,0.0061725
580,0.0055682
585,0.0049695
590,0.0045627
595,0.0046022
600,0.0051078
605,0.0058843
610,0.0064108
615,0.0064616
620,0.0065348
625,0.0062124
630,0.0058916
635,0.0054797
640,0.0050503
645,0.0044966
650,0.0040928
655,0.0038
660,0.0034039
665,0.0029983
670,0.0026311
675,0.002457
680,0.0021611
685,0.0019734
690,0.0017646
695,0.0015969
700,0.0013856
705,0.0011718
710,0.00098729
715,0.00090933
720,0.00082033
725,0.00070498
730,0.00060619
735,0.00049648
740,0.0004473
745,0.00038953
750,0.00031725
755,0.00028835
760,0.0002957
765,0.0002756
770,0.00021234
775,0.00021533
780,0.0002128
785,0.00014185
790,0.00015107
795,0.00011901
800,0.00013373
